location_name,location_id,province,province_id,municipality,municipality_id,location_type,page,area
Souvret,23749,Hainaut,23.0,Courcelles (entité),43846.0,Deelgemeente,453,"3,8 km2"
Sovet,44038,Namur,24.0,Ciney (entité),43908.0,Deelgemeente,453,"13,1 km2"
Sovet (Etangs),42992,Namur,24.0,Ciney (entité),43908.0,Gebied,453,"3,89 ha"
Soy,42346,Luxembourg,26.0,Erezée (entité),43907.0,Deelgemeente,453,"26,28 km2"
Soy-Biron (Erezée),179422,Luxembourg,26.0,Erezée (entité),43907.0,Gebied,453,"21,11 ha"
Soye,42562,Namur,24.0,Floreffe (entité),43864.0,Deelgemeente,453,"7,68 km2"
Soye (Etangs),42955,Namur,24.0,Floreffe (entité),43864.0,Gebied,453,"13,6 ha"
Spa,43554,Liège,22.0,Spa (entité),43848.0,Deelgemeente,453,"39,74 km2"
Spa (entité),43848,Liège,22.0,Spa (entité),43848.0,Gemeente,453,"39,83 km2"
Spa (Lac De Warfaaz),43064,Liège,22.0,Spa (entité),43848.0,Gebied,453,"6,3 ha"
Spalbeek (Dg),27597,Limburg,14.0,Kermt,23437.0,Deelgemeente,453,"4,79 km2"
Spèche - Nil-Saint-Vincent-Saint-Martin,137740,Brabant Wallon,25.0,Walhain (entité),43777.0,Gebied,453,"18,4 ha"
Spiegeldries,43171,Oost-Vlaanderen,16.0,Oosterzele,24192.0,Gebied,454,"15,94 ha"
Spiennes,23875,Hainaut,23.0,Mons (entité),43852.0,Deelgemeente,454,"5,37 km2"
Spiere - Oude Spoorweg,31929,West-Vlaanderen,15.0,Spiere-Helkijn,24050.0,Gebied,454,"8,21 ha"
Spiere - Schelde,31955,West-Vlaanderen,15.0,Pecq (entité),43744.0,Gebied,454,"13,14 ha"
Spiere - Scheldegebied,31956,West-Vlaanderen,15.0,Spiere-Helkijn,24050.0,Gebied,454,"44,68 ha"
Spiere - Spierebos,31957,West-Vlaanderen,15.0,Spiere-Helkijn,24050.0,Gebied,454,"28,45 ha"
Spiere (Dg),27360,West-Vlaanderen,15.0,Spiere-Helkijn,24050.0,Deelgemeente,454,"6,03 km2"
Spiere-Helkijn,24050,West-Vlaanderen,15.0,—,,Gemeente,454,"10,81 km2"
Spinets,73096,Luxembourg,26.0,Marche-en-Famenne (entité),43915.0,Gebied,454,"10,77 ha"
Spineu (réserve naturelle),110074,Namur,24.0,Viroinval (entité),43937.0,Gebied,454,"12,12 ha"
Spineu (Viroinval),179393,Namur,24.0,Viroinval (entité),43937.0,Gebied,454,"12,35 ha"
Spineusart (Rochefort),179241,Namur,24.0,Rochefort (entité),43923.0,Gebied,454,"48,57 ha"
Spontin,42523,Namur,24.0,Yvoir (entité),43901.0,Deelgemeente,454,"7,57 km2"
Sprimont,43539,Liège,22.0,Sprimont (entité),43830.0,Deelgemeente,454,"26,99 km2"
Sprimont (entité),43830,Liège,22.0,Sprimont (entité),43830.0,Gemeente,454,"74,48 km2"
Spy,42620,Namur,24.0,Jemeppe-sur-Sambre (entité),43853.0,Deelgemeente,454,"13,29 km2"
Spy (Bassin D'Orage),42945,Namur,24.0,Jemeppe-sur-Sambre (entité),43853.0,Gebied,454,"6,2 ha"
Spy (Jemeppe-sur-Sambre),179103,Namur,24.0,Jemeppe-sur-Sambre (entité),43853.0,Gebied,454,"12,57 ha"
St Blasius Boekel - Perlingebeekreservaat,191607,Oost-Vlaanderen,16.0,Zwalm,24171.0,Gebied,454,"1,52 ha"
St-Léonard,73069,Liège,22.0,Huy (entité),43837.0,Gebied,454,"18,55 ha"
Stabroek,23367,Antwerpen,17.0,—,,Gemeente,454,"22,24 km2"
Stabroek - Elsenbos,32473,Antwerpen,17.0,Stabroek,23367.0,Gebied,454,"65,96 ha"
Stabroek - Ettenhoven polder,29233,Antwerpen,17.0,Stabroek,23367.0,Gebied,454,"2,72 km2"
Stabroek - Fort,191309,Antwerpen,17.0,Stabroek,23367.0,Gebied,454,"13,91 ha"
Stabroek - Kasteel Ravenhof,678858,Antwerpen,17.0,Stabroek,23367.0,project-Gebied,454,783 m2
Stabroek - Oudbroek,28634,Antwerpen,17.0,Stabroek,23367.0,Gebied,455,"4,58 km2"
Stabroek - Schans Smoutakker,191318,Antwerpen,17.0,Stabroek,23367.0,Gebied,455,"3,49 ha"
Stabroek - Schans van Smoutakker,24379,Antwerpen,17.0,Stabroek,23367.0,Gebied,455,"4,92 ha"
Staden,24081,West-Vlaanderen,15.0,—,,Gemeente,455,"46,83 km2"
Staden - Bufferbekken Luikebeek (Prov W-Vl),252640,West-Vlaanderen,15.0,Staden,24081.0,Gebied,455,9.369 m2
Staden - Demogebied,680268,West-Vlaanderen,15.0,Staden,24081.0,Gebied,455,"22,98 km2"
Stalhille - Akkers (ASH),28867,West-Vlaanderen,15.0,Jabbeke,24029.0,Gebied,455,"3,7 km2"
Stalhille - Centrum (CSH),31316,West-Vlaanderen,15.0,Jabbeke,24029.0,Gebied,455,"39,91 ha"
Stalhille - Jagersput (JPSH),28870,West-Vlaanderen,15.0,Jabbeke,24029.0,Gebied,455,"5,86 ha"
Stalhille - Weiden Jagersput (WJSH),31347,West-Vlaanderen,15.0,Jabbeke,24029.0,Gebied,455,"1,8 km2"
Stalhille - Weiden (WSH),28866,West-Vlaanderen,15.0,Jabbeke,24029.0,Gebied,455,"4,4 km2"
Stalhille (Dg),27228,West-Vlaanderen,15.0,Jabbeke,24029.0,Deelgemeente,455,"10,71 km2"
Stambruges,24004,Hainaut,23.0,Beloeil (entité),43820.0,Deelgemeente,455,"5,66 km2"
Station de lagunage - Bertrix,72872,Luxembourg,26.0,Bertrix (entité),43950.0,Gebied,455,"1,05 ha"
Station d'épuration Bruxelles-Nord/Waterzuiveringsstation Brussel-noord,679671,Bruxelles / Brussel,19.0,—,,Gebied,455,"12,64 ha"
Stave,23720,Namur,24.0,Mettet (entité),43895.0,Deelgemeente,455,"11,42 km2"
Stavele - Eversambos,35169,West-Vlaanderen,15.0,Alveringem,24061.0,Gebied,455,"34,26 ha"
Stavele (Dg),27313,West-Vlaanderen,15.0,Leisele (Dg),24062.0,Deelgemeente,455,"12,67 km2"
Stavelot,43555,Liège,22.0,Stavelot (entité),43856.0,Deelgemeente,455,"56,62 km2"
Stavelot (entité),43856,Liège,22.0,Stavelot (entité),43856.0,Gemeente,455,"85,11 km2"
Stavelot (Etang),72871,Liège,22.0,Stavelot (entité),43856.0,Gebied,455,"2,56 ha"
Ste-Anne,73147,Liège,22.0,Esneux (entité),43817.0,Gebied,455,"4,7 ha"
Steendorp - Cuesta (CUST),29925,Oost-Vlaanderen,16.0,Temse,24125.0,Gebied,455,"30,73 ha"
Steendorp - Dorp (STDO),29920,Oost-Vlaanderen,16.0,Temse,24125.0,Gebied,455,"5,82 ha"
Steendorp - Fort (FOST),29926,Oost-Vlaanderen,16.0,Temse,24125.0,Gebied,455,"19,44 ha"
Steendorp - Gelaagpark (GELA),29928,Oost-Vlaanderen,16.0,Temse,24125.0,Gebied,456,"11,77 ha"
Steendorp - Kijkverdriet (KIJK),29921,Oost-Vlaanderen,16.0,Temse,24125.0,Gebied,456,"5,89 ha"
Steendorp - Roomkouter,29927,Oost-Vlaanderen,16.0,Temse,24125.0,Gebied,456,"18,26 ha"
Steendorp (Dg),27384,Oost-Vlaanderen,16.0,Temse,24125.0,Deelgemeente,456,"5,02 km2"
Steendorp/Rupelmonde - Vijver en omgeving (STRU),28350,Oost-Vlaanderen,16.0,Temse,24125.0,Gebied,456,"27,85 ha"
Steenhuffel - Begraafplaats,604731,Vlaams-Brabant,20.0,Londerzeel,23259.0,Gebied,456,9.524 m2
Steenhuffel - Diepensteyn,30855,Vlaams-Brabant,20.0,Londerzeel,23259.0,Gebied,456,"14,38 ha"
Steenhuffel (Dg),27696,Vlaams-Brabant,20.0,Londerzeel,23259.0,Deelgemeente,456,"10,06 km2"
Steenhuize-Wijnhuize (Dg),27512,Oost-Vlaanderen,16.0,Herzele,24163.0,Deelgemeente,456,"7,56 km2"
Steenkerke - Reigersbos,31226,West-Vlaanderen,15.0,Veurne,24054.0,Gebied,456,"1,98 ha"
Steenkerke - Rode Poort,31231,West-Vlaanderen,15.0,Veurne,24054.0,Gebied,456,"15,3 ha"
Steenkerke (Dg),27272,West-Vlaanderen,15.0,Veurne,24054.0,Deelgemeente,456,"12,06 km2"
Steenkerque,41969,Hainaut,23.0,Braine-le-Comte (entité),43775.0,Deelgemeente,456,"11,81 km2"
Steenokkerzeel,23257,Vlaams-Brabant,20.0,Kampenhout,23267.0,Gemeente,456,"23,52 km2"
Steenokkerzeel - Begraafplaats,604773,Vlaams-Brabant,20.0,Steenokkerzeel,23257.0,Gebied,456,"2,28 ha"
Steenokkerzeel - Floordambos,30884,Vlaams-Brabant,20.0,Steenokkerzeel,23257.0,Gebied,456,"1,05 km2"
Steenokkerzeel - Kandriesstraat (AV-NWB24),141278,Vlaams-Brabant,20.0,Steenokkerzeel,23257.0,Gebied,456,9.852 m2
Steenokkerzeel - Kerkhof Humelgem,604877,Vlaams-Brabant,20.0,Steenokkerzeel,23257.0,Gebied,456,5.201 m2
Steenokkerzeel - Weg naar Nederokkerzeel (AV-NWB25),141280,Vlaams-Brabant,20.0,Steenokkerzeel,23257.0,Gebied,456,8.587 m2
Steenokkerzeel - Wijngaardstraat (AV-NWB26),141279,Vlaams-Brabant,20.0,Steenokkerzeel,23257.0,Gebied,456,9.271 m2
Steenokkerzeel/Erps-Kwerps - Dorenveld,44248,Vlaams-Brabant,20.0,Kortenberg,23385.0,Gebied,456,"7,2 km2"
Steingrube,241281,Liège,22.0,Büllingen (entité),43850.0,Gebied,456,7.195 m2
Stekene,24131,Oost-Vlaanderen,16.0,—,,Gemeente,456,"45,22 km2"
Stekene - Baggaart-Hazenhoek-Wildernis,28409,Oost-Vlaanderen,16.0,Stekene,24131.0,Gebied,456,"8,65 km2"
Stekene - Groeneputte,229289,Oost-Vlaanderen,16.0,Stekene,24131.0,Gebied,456,"2,91 ha"
Stekene - Heimeersen,615634,Oost-Vlaanderen,16.0,Stekene,24131.0,Gebied,457,"17,12 ha"
Stekene - Heimeersen - De Bochten,679220,Oost-Vlaanderen,16.0,Stekene,24131.0,Gebied,457,"2,38 ha"
Stekene - Het Speelhof,24283,Oost-Vlaanderen,16.0,Stekene,24131.0,Gebied,457,"17,28 ha"
Stekene - Het Steengelaag,24486,Oost-Vlaanderen,16.0,Stekene,24131.0,Gebied,457,"35,28 ha"
Stekene - Meersen Molenbeek,28411,Oost-Vlaanderen,16.0,Sint-Gillis-Waas,24128.0,Gebied,457,"2,57 km2"
Stekene - Stekense Vaart Noord,28410,Oost-Vlaanderen,16.0,Stekene,24131.0,Gebied,457,"2,04 km2"
Stekene - Stropersbos West,30446,Oost-Vlaanderen,16.0,Stekene,24131.0,Gebied,457,"2,51 km2"
Stekene - Witte Bergen,722323,Oost-Vlaanderen,16.0,Stekene,24131.0,Gebied,457,"6,93 ha"
Stembert,23620,Liège,22.0,Verviers (entité),43793.0,Deelgemeente,457,"6,29 km2"
Stene  - Schorrepoelen,32237,West-Vlaanderen,15.0,Oostende,24017.0,Gebied,457,"4,51 ha"
Stene - Dorp (Dg),27236,West-Vlaanderen,15.0,Oostende,24017.0,Deelgemeente,457,"4,38 km2"
Stene - Weiden,32238,West-Vlaanderen,15.0,Oostende,24017.0,Gebied,457,"33,92 ha"
Sterpenich (bassin d'orage),43050,Luxembourg,26.0,Messancy (entité),43964.0,Gebied,457,9.463 m2
Sterrebeek - Bosdellestraat (AV-NWB18),141300,Vlaams-Brabant,20.0,Zaventem,23268.0,Gebied,457,"3,68 ha"
Sterrebeek - Geelgorzen,108063,Vlaams-Brabant,20.0,Zaventem,23268.0,Gebied,457,"4,88 km2"
Sterrebeek - Oudergemsebaan en omgeving Renbaan,30887,Vlaams-Brabant,20.0,Zaventem,23268.0,Gebied,457,"1,56 km2"
Sterrebeek - Oudergemseweg (AV-NWB17),141301,Vlaams-Brabant,20.0,Zaventem,23268.0,Gebied,457,2.505 m2
Sterrebeek - Plateau Sterrebeek-Moorsel,126959,Vlaams-Brabant,20.0,Zaventem,23268.0,Gebied,457,"4,66 km2"
Sterrebeek - Tienbunders (AV-NWB16),141302,Vlaams-Brabant,20.0,Zaventem,23268.0,Gebied,457,"2,59 ha"
Sterrebeek (Dg),23270,Vlaams-Brabant,20.0,Zaventem,23268.0,Deelgemeente,457,"9,31 km2"
Stevoort,23439,Limburg,14.0,Stevoort,23439.0,Deelgemeente,457,"12,23 km2"
Stevoort/Wijer - Wijerbos,686545,Limburg,14.0,Nieuwerkerken,23485.0,Gebied,457,"1,18 km2"
Stinker & Blinker - Broekebrug/Syphons (SBBS),31657,West-Vlaanderen,15.0,Damme,24013.0,Gebied,457,"14,79 ha"
Stinker & Blinker - Heist/Palingpotbrug (SBPH),31694,West-Vlaanderen,15.0,Brugge,24005.0,Gebied,457,"31,61 ha"
Stinker & Blinker - Moerkerke/Leestjesbrug (SBML),31602,West-Vlaanderen,15.0,Damme,24013.0,Gebied,457,"46,75 ha"
Stinker & Blinker - Palingpotbrug/Zelzatebrug (SBPZ),31685,West-Vlaanderen,15.0,Brugge,24005.0,Gebied,458,"35,41 ha"
Stinker & Blinker - Syphons/Moerkerke (SBSM),31603,West-Vlaanderen,15.0,Damme,24013.0,Gebied,458,"31,15 ha"
Stinker & Blinker - Zelzatebrug/Broekebrug (SBZB),31658,West-Vlaanderen,15.0,Brugge,24005.0,Gebied,458,"28,06 ha"
Stinnebos,679369,Vlaams-Brabant,20.0,Asse,23243.0,Gebied,458,"45,57 ha"
Stockay (Décanteurs) Accès interdit,43108,Liège,22.0,Saint-Georges-sur-Meuse (entité),43792.0,Gebied,458,"20,04 ha"
Stockay (Terrils et décanteurs) Accès interdit sans autorisation,190717,Liège,22.0,Saint-Georges-sur-Meuse (entité),43792.0,Gebied,458,"2,07 km2"
Stoki (Herve),179697,Liège,22.0,Herve (entité),43755.0,Gebied,458,"82,09 ha"
Stokkem - Oude Maas,28337,Limburg,14.0,Dilsen-Stokkem,23458.0,Gebied,458,"1,53 km2"
Stokkem (Dg),27580,Limburg,14.0,Dilsen-Stokkem,23458.0,Deelgemeente,458,"8,88 km2"
Stokrooie - Albertkanaal,29590,Limburg,14.0,Hasselt,23436.0,Gebied,458,"61,22 ha"
Stokrooie (Dg),27593,Limburg,14.0,Kuringen (Dg),23438.0,Deelgemeente,458,"6,42 km2"
Stoqueu,241762,Luxembourg,26.0,Tenneville (entité),43931.0,Gebied,458,"24,13 ha"
Stoumont,43556,Liège,22.0,Stoumont (entité),43862.0,Deelgemeente,458,"19,65 km2"
Stoumont (entité),43862,Liège,22.0,Stoumont (entité),43862.0,Gemeente,458,108 km2
Straimont,42385,Luxembourg,26.0,Herbeumont (entité),43956.0,Deelgemeente,458,"20,45 km2"
Strée (Hai.),42003,Hainaut,23.0,Beaumont (entité),43914.0,Deelgemeente,458,"12,14 km2"
Strée (Liè.),42123,Liège,22.0,Modave (entité),43843.0,Deelgemeente,458,"6,83 km2"
Strépy (Rnd des Etangs de Strépy + étangs de Pêche),42886,Hainaut,23.0,La Louvière (entité),43845.0,Gebied,458,"36,0 ha"
Strépy-Bracquegnies,41979,Hainaut,23.0,La Louvière (entité),43845.0,Deelgemeente,458,"7,53 km2"
Strijpen (Dg),27498,Oost-Vlaanderen,16.0,Zottegem,24170.0,Deelgemeente,458,"6,09 km2"
Strombeek-Bever - Begraafplaats,604742,Vlaams-Brabant,20.0,Grimbergen,23260.0,Gebied,458,"2,73 ha"
Strombeek-Bever (Dg),27729,Vlaams-Brabant,20.0,Grimbergen,23260.0,Deelgemeente,458,"4,62 km2"
Stuivekenskerke - Viconia Kleiputten,31958,West-Vlaanderen,15.0,Diksmuide,24051.0,Gebied,458,"43,4 ha"
Stuivekenskerke (Dg),27269,West-Vlaanderen,15.0,Diksmuide,24051.0,Deelgemeente,458,"7,34 km2"
Su l'Gotte,241626,Namur,24.0,Rochefort (entité),43923.0,Gebied,458,"3,61 ha"
Suarlée,42582,Namur,24.0,Namur (entité),43840.0,Deelgemeente,459,"9,82 km2"
Sugny,42813,Namur,24.0,Vresse-sur-Semois (entité),43951.0,Deelgemeente,459,"23,12 km2"
Sur Chèsau (Libramont-Chevigny),179938,Luxembourg,26.0,Libramont-Chevigny (entité),43945.0,Gebied,459,"13,24 ha"
Sur Chèssion,241685,Namur,24.0,Assesse (entité),43885.0,Gebied,459,"28,77 ha"
Sur Ferreuse,241224,Liège,22.0,Sprimont (entité),43830.0,Gebied,459,"6,66 ha"
Sur Havrenne (réserve naturelle),252402,Luxembourg,26.0,Hotton (entité),43910.0,Gebied,459,"14,5 ha"
Sur Hohière,73081,Luxembourg,26.0,Durbuy (entité),43877.0,Gebied,459,"7,19 ha"
Sur le Houilleu,73094,Liège,22.0,Ferrières (entité),43866.0,Gebied,459,"9,97 ha"
Sur le Mont (Rochefort),179208,Namur,24.0,Rochefort (entité),43923.0,Gebied,459,"10,13 ha"
Sur les Communes,241695,Liège,22.0,Herve (entité),43755.0,Gebied,459,"7,07 ha"
Sur les His - coteau,73098,Luxembourg,26.0,Hotton (entité),43910.0,Gebied,459,"17,29 ha"
Sur les His - plateau,73097,Luxembourg,26.0,Hotton (entité),43910.0,Gebied,459,"35,88 ha"
Sur les Roches (Couvin),179432,Namur,24.0,Couvin (entité),43932.0,Gebied,459,"13,87 ha"
Sur-le-Mont,605497,Liège,22.0,Esneux (entité),43817.0,Gebied,459,"65,79 ha"
Sûre frontalière - N2000,704526,Luxembourg,26.0,Fauvillers (entité),43949.0,Gebied,459,"1,56 km2"
Surice,42733,Namur,24.0,Philippeville (entité),43926.0,Deelgemeente,459,"12,26 km2"
Suxy,23828,Luxembourg,26.0,Chiny (entité),43958.0,Deelgemeente,459,"28,31 km2"
Taille d'Harscamp,241319,Namur,24.0,Assesse (entité),43885.0,Gebied,459,6.542 m2
Tailles,42323,Luxembourg,26.0,Houffalize (entité),43921.0,Deelgemeente,459,"22,37 km2"
Taintignies,23944,Hainaut,23.0,Rumes (entité),43824.0,Deelgemeente,459,"9,39 km2"
Tamines,42603,Namur,24.0,Sambreville (entité),43859.0,Deelgemeente,459,"6,19 km2"
Tamines (Etangs),42953,Namur,24.0,Sambreville (entité),43859.0,Gebied,459,"16,63 ha"
Tannebach (réserve naturelle),73040,Liège,22.0,Büllingen (entité),43850.0,Gebied,459,"8,01 ha"
Tarcienne,42695,Namur,24.0,Walcourt (entité),43909.0,Deelgemeente,459,"9,38 km2"
Tartines,73083,Liège,22.0,Comblain-au-Pont (entité),43849.0,Gebied,459,"10,54 ha"
Tavier,23526,Liège,22.0,Anthisnes (entité),43844.0,Deelgemeente,460,"15,56 km2"
Taviers,42551,Namur,24.0,Eghezée (entité),43787.0,Deelgemeente,460,"5,48 km2"
Taviet-Achêne (Etangs),42998,Namur,24.0,Dinant (entité),43913.0,Gebied,460,"25,58 ha"
Tavigny,23790,Luxembourg,26.0,Houffalize (entité),43921.0,Deelgemeente,460,"42,96 km2"
Tavigny (réserve naturelle),252479,Luxembourg,26.0,Houffalize (entité),43921.0,Gebied,460,"89,31 ha"
Tellin,43594,Luxembourg,26.0,Tellin (entité),43938.0,Deelgemeente,460,"21,13 km2"
Tellin (entité),43938,Luxembourg,26.0,Tellin (entité),43938.0,Gemeente,460,"56,96 km2"
telpost Bellem-Brug,110244,Oost-Vlaanderen,16.0,Aalter,24194.0,Gebied,460,"16,54 ha"
Templeuve,23925,Hainaut,23.0,Tournai (entité),43768.0,Deelgemeente,460,"15,61 km2"
Temploux,42581,Namur,24.0,Namur (entité),43840.0,Deelgemeente,460,"11,55 km2"
Temse,24125,Oost-Vlaanderen,16.0,—,,Gemeente,460,"40,17 km2"
Temse - Durmemonding,28794,Oost-Vlaanderen,16.0,Temse,24125.0,Gebied,460,"30,39 ha"
Temse - Schans van Lauwershoek,191321,Antwerpen,17.0,Temse,24125.0,Gebied,460,"3,01 ha"
Temse - Schausselbroek,24433,Oost-Vlaanderen,16.0,Temse,24125.0,Gebied,460,"2,25 km2"
Temse - Schausselbroek - Oost (SCOO),29922,Oost-Vlaanderen,16.0,Temse,24125.0,Gebied,460,"55,16 ha"
Temse - Schausselbroek - Schor (SCSC),29924,Oost-Vlaanderen,16.0,Temse,24125.0,Gebied,460,"25,71 ha"
Temse - Schausselbroek - West (SCWE),29923,Oost-Vlaanderen,16.0,Temse,24125.0,Gebied,460,"69,27 ha"
Temse - Scheldepark,263727,Oost-Vlaanderen,16.0,Temse,24125.0,Gebied,460,"5,0 ha"
Temse - Waasmeerplas (WATE),28352,Oost-Vlaanderen,16.0,Temse,24125.0,Gebied,460,"17,75 ha"
Temse - Wachtbekken (WABE),28351,Oost-Vlaanderen,16.0,Temse,24125.0,Gebied,460,"5,2 ha"
Ten Aard (Dg),27153,Antwerpen,17.0,Geel,23092.0,Deelgemeente,460,"23,66 km2"
Ténimont,241733,Luxembourg,26.0,Durbuy (entité),43877.0,Gebied,460,"11,34 ha"
Tenneville,43585,Luxembourg,26.0,Tenneville (entité),43931.0,Deelgemeente,460,"44,92 km2"
Tenneville (entité),43931,Luxembourg,26.0,Tenneville (entité),43931.0,Gemeente,460,"92,0 km2"
Ter Neppe,515495,Hainaut,23.0,Enghien (entité),43754.0,project-Gebied,460,"14,82 ha"
Teralfene - RWZI,30407,Vlaams-Brabant,20.0,Denderleeuw,24156.0,Gebied,461,"41,37 ha"
Teralfene - RWZI - Sleedoornpage,126220,Vlaams-Brabant,20.0,Affligem,23256.0,Gebied,461,4.640 m2
Teralfene (Dg),27737,Vlaams-Brabant,20.0,Affligem,23256.0,Deelgemeente,461,"2,45 km2"
Tergnée (Etangs),42954,Hainaut,23.0,Farciennes (entité),43872.0,Gebied,461,"25,57 ha"
Terhagen - Dorp + rest,29324,Antwerpen,17.0,Rumst,23355.0,Gebied,461,"70,51 ha"
Terhagen (Dg),27192,Antwerpen,17.0,Rumst,23355.0,Deelgemeente,461,"2,01 km2"
Termes,23829,Luxembourg,26.0,Chiny (entité),43958.0,Deelgemeente,461,"6,78 km2"
Ternat,23245,Vlaams-Brabant,20.0,—,,Gemeente,461,"24,69 km2"
Ternat - Begraafplaats,604930,Vlaams-Brabant,20.0,Ternat,23245.0,Gebied,461,"1,2 ha"
Ternat - De Meerschen,107789,Vlaams-Brabant,20.0,Ternat,23245.0,Gebied,461,"1,02 ha"
Ternat - De Meerschen - Achter,107788,Vlaams-Brabant,20.0,Ternat,23245.0,Gebied,461,1.042 m2
Ternat - De Meerschen - Beek,107787,Vlaams-Brabant,20.0,Ternat,23245.0,Gebied,461,1.348 m2
Ternat - De Meerschen - Centraal,107786,Vlaams-Brabant,20.0,Ternat,23245.0,Gebied,461,1.347 m2
Ternat - De Meerschen - Poel,107785,Vlaams-Brabant,20.0,Ternat,23245.0,Gebied,461,393 m2
Ternat - Open Weide en Landbouwgebied,30982,Vlaams-Brabant,20.0,Ternat,23245.0,Gebied,461,"4,67 km2"
Ternat - Ophalfene,91543,Vlaams-Brabant,20.0,Ternat,23245.0,Gebied,461,"48,65 ha"
Terne des Coris (Philippeville),179095,Namur,24.0,Philippeville (entité),43926.0,Gebied,461,"10,46 ha"
Terre des Aujes (Beauraing),179418,Namur,24.0,Beauraing (entité),43930.0,Gebied,461,"25,02 ha"
Terretelle (Hotton),179421,Luxembourg,26.0,Hotton (entité),43910.0,Gebied,461,"1,27 km2"
Terril de Batterie Ancien (Liège),180096,Liège,22.0,Liège (entité),43767.0,Gebied,461,"18,58 ha"
Terril de Batterie Nouveau (Liège),180106,Liège,22.0,Liège (entité),43767.0,Gebied,461,"14,9 ha"
Terril de Blegny-Mine (Blegny),179797,Liège,22.0,Blégny (entité),43753.0,Gebied,461,"6,63 ha"
Terril de Bonne Espérance II (Farciennes),179627,Hainaut,23.0,Farciennes (entité),43872.0,Gebied,461,"15,88 ha"
Terril de Bonne Espérance (Sambreville),179633,Namur,24.0,Sambreville (entité),43859.0,Gebied,461,"16,14 ha"
Terril de Bonne-Fortune,241766,Liège,22.0,Grâce-Hollogne (entité),43776.0,Gebied,461,"16,13 ha"
Terril de Ciply,241249,Hainaut,23.0,Mons (entité),43852.0,Gebied,462,"6,39 ha"
Terril de la Caspienne,241645,Hainaut,23.0,Binche (entité),43873.0,Gebied,462,"18,68 ha"
Terril de la Montagne Jaune (Welkenraedt),179796,Liège,22.0,Welkenraedt (entité),43756.0,Gebied,462,"6,99 ha"
Terril de la Petite Bacnure (Herstal),180108,Liège,22.0,Herstal (entité),43757.0,Gebied,462,"17,12 ha"
Terril de l'Epine (Charleroi),180086,Hainaut,23.0,Charleroi (entité),43858.0,Gebied,462,"28,47 ha"
Terril de l'Espérance (Saint-Nicolas),179800,Liège,22.0,Saint-Nicolas (entité),43784.0,Gebied,462,"10,52 ha"
Terril de Marcasse (réserve naturelle),73050,Hainaut,23.0,Colfontaine (entité),43876.0,Gebied,462,"33,14 ha"
Terril de Morlanwelz (Morlanwelz),179861,Hainaut,23.0,Morlanwelz (entité),43863.0,Gebied,462,"91,75 ha"
Terril de Sauwartan et bois de Saint-Ghislain,241315,Hainaut,23.0,Dour (entité),43883.0,Gebied,462,"38,94 ha"
Terril de Trazegnies,140949,Hainaut,23.0,Courcelles (entité),43846.0,Gebied,462,"68,75 ha"
Terril de Trévieusart (Charleroi),180065,Hainaut,23.0,Charleroi (entité),43858.0,Gebied,462,"32,6 ha"
Terril des Hiercheuses,241252,Hainaut,23.0,Charleroi (entité),43858.0,Gebied,462,"33,44 ha"
Terril du 6,241262,Hainaut,23.0,Anderlues (entité),43880.0,Gebied,462,"41,81 ha"
Terril du Bois,241296,Hainaut,23.0,Chapelle-lez-Herlaimont (entité),43857.0,Gebied,462,"20,75 ha"
Terril du Cerisier (Charleroi),180085,Hainaut,23.0,Charleroi (entité),43858.0,Gebied,462,"12,29 ha"
Terril du Champ d'Oiseaux (Flémalle),179777,Liège,22.0,Flémalle (entité),43796.0,Gebied,462,"8,47 ha"
Terril du Crachet,241248,Hainaut,23.0,Frameries (entité),43881.0,Gebied,462,"18,89 ha"
Terril du Dix-Huit (Boussu; Colfontaine),180081,Hainaut,23.0,Colfontaine (entité),43876.0,Gebied,462,"11,19 ha"
Terril du Goiveux,73144,Liège,22.0,Aywaille (entité),43842.0,Gebied,462,"2,45 ha"
Terril du Gosson (réserve naturelle),73005,Liège,22.0,Seraing (entité),43798.0,Gebied,462,"19,9 ha"
Terril du Gosson (Saint-Nicolas; Seraing),179609,Liège,22.0,Saint-Nicolas (entité),43784.0,Gebied,462,"41,21 ha"
Terril du Hasard (Fléron),179822,Liège,22.0,Fléron (entité),43785.0,Gebied,462,"20,12 ha"
Terril du Laveu,241302,Liège,22.0,Liège (entité),43767.0,Gebied,462,"11,4 ha"
Terril du Malgarny (Saint-Nicolas; Seraing),179798,Liège,22.0,Saint-Nicolas (entité),43784.0,Gebied,462,"13,04 ha"
Terril du n°2 (Fontaine-l'Evêque),179374,Hainaut,23.0,Fontaine-l'Evêque (entité),43973.0,Gebied,462,"13,87 ha"
Terril du Périer N°6,241408,Hainaut,23.0,Courcelles (entité),43846.0,Gebied,463,"35,35 ha"
Terril du Perron,241239,Liège,22.0,Liège (entité),43767.0,Gebied,463,"13,79 ha"
Terril du Pétria n°1 (Fontaine-l'Evêque),180068,Hainaut,23.0,Fontaine-l'Evêque (entité),43973.0,Gebied,463,"29,67 ha"
Terril du Quesnoy,140950,Hainaut,23.0,La Louvière (entité),43845.0,Gebied,463,"44,58 ha"
Terril du Rieu du Coeur,241234,Hainaut,23.0,Quaregnon (entité),43870.0,Gebied,463,"29,12 ha"
Terril du Sept (Boussu),180074,Hainaut,23.0,Boussu (entité),43871.0,Gebied,463,"33,88 ha"
